-311.19 -0.360342 0.00112758 142.793 0.00353858 1.99989 0.0012368 -0.04 -0.45
-301.19 -0.360342 0.00112758 142.793 0.00353858 1.99989 0.0012368 -0.05 -0.4549
-291.19 -0.466043 0.000601126 142.799 0.00168855 1.99989 0.000651646 -0.0665722 -0.461263
-281.19 -0.47561 0.000614169 142.798 0.00156694 1.99945 0.000624622 -0.0685443 -0.470645
-271.19 -0.487868 0.00064998 142.821 0.00155072 2.00121 0.000648421 -0.0589272 -0.484296
-261.19 -0.500966 0.000666676 142.849 0.00153378 2.00063 0.000659744 -0.0469298 -0.498763
-251.19 -0.513325 0.000788929 142.882 0.00160906 1.99941 0.000759828 -0.0312396 -0.512374
-241.19 -0.523261 0.000799581 142.916 0.00155487 2.00013 0.000752633 -0.0136532 -0.523082
-231.19 -0.531869 0.000864788 142.952 0.00155671 1.99959 0.00082212 0.00480739 -0.531847
-221.19 -0.537759 0.000901252 142.981 0.00153163 1.99795 0.000847752 0.0208353 -0.537355
-211.19 -0.548344 0.00084799 143.01 0.00140758 2.00034 0.000793529 0.0372393 -0.547078
-201.19 -0.562294 0.0010845 143.031 0.00149944 2.00317 0.00103106 0.0499375 -0.560072
-191.19 -0.563077 0.00113537 143.037 0.00150214 1.99867 0.00104078 0.0533941 -0.560539
-181.19 -0.570993 0.00102211 143.052 0.00148746 2.0042 0.000980157 0.0622739 -0.567587
-171.19 -0.571367 0.00111599 143.054 0.00155968 2.00487 0.00107006 0.0634556 -0.567833
-161.19 -0.564802 0.00104564 143.047 0.0013972 1.99993 0.000981339 0.0588035 -0.561733
-151.19 -0.564016 0.00109004 143.039 0.00158343 1.99756 0.00102487 0.0543487 -0.561392
-141.19 -0.57844 0.00107463 143.042 0.00146923 2.00342 0.00101544 0.0574397 -0.575581
-131.19 -0.598211 0.00114126 143.045 0.00168688 2.00762 0.00114181 0.0613223 -0.59506
-121.19 -0.617062 0.00117336 143.038 0.00157445 2.00502 0.001107 0.0591593 -0.614219
-111.19 -0.639078 0.0013255 143.035 0.00168094 2.00466 0.00127579 0.059164 -0.636333
-101.19 -0.67542 0.0014279 143.016 0.0017744 2.00143 0.00141485 0.049698 -0.673589
-91.19 -0.714508 0.00160412 143.001 0.00188937 2.00333 0.00163327 0.0420778 -0.713268
-81.19 -0.760857 0.00154153 142.973 0.00190479 2.00511 0.0015849 0.0233096 -0.7605
-71.19 -0.795688 0.00185853 142.937 0.00195403 1.99213 0.00170385 -0.0040598 -0.795677
